,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
3784,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,69.0,69.0
3785,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,71.0,71.0
3786,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,270.0,270.0
3787,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,290.0,290.0
3788,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,290.0,290.0
3789,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,320.0,320.0
3790,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,334.0,334.0
3791,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,365.0,365.0
3792,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,393.0,393.0
3793,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,421.0,421.0
3794,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,435.0,435.0
3795,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,449.0,449.0
3796,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,485.0,485.0
3797,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,498.0,498.0
3798,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,510.0,510.0
3799,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,318.0,318.0
3800,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,785.0,785.0
3801,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,860.0,860.0
3802,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,886.0,886.0
3803,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1070.0,1070.0
3804,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1110.0,1110.0
3805,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1217.0,1217.0
3806,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1284.0,1284.0
3807,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1336.0,1336.0
3808,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1441.0,1441.0
3809,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1497.0,1497.0
3810,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1523.0,1523.0
3811,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1658.0,1658.0
3812,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1817.0,1817.0
3813,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,220.0,220.0
3814,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,232.0,232.0
3815,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,329.0,329.0
3816,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,459.0,459.0
3817,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,531.0,531.0
3818,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,893.0,893.0
3819,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,957.0,957.0
3820,BaseCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,47.0,47.0
3821,Host.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,83.0,83.0
3822,Host.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,109.0,109.0
3823,Host.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,158.0,158.0
3824,Host.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,247.0,247.0
3825,Host.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,282.0,282.0
3826,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,32.0,32.0
3827,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,36.0,36.0
3828,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,40.0,40.0
3829,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
3830,ACL.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,115.0,115.0
3831,ACL.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,147.0,147.0
3832,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,45.0,45.0
3833,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,47.0,47.0
3834,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,49.0,49.0
3835,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,51.0,51.0
3836,ListRightsCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,41.0,41.0
3837,James.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,76.0,76.0
3838,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,57.0,57.0
3839,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,59.0,59.0
3840,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,61.0,61.0
3841,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,71.0,71.0
3842,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,81.0,81.0
3843,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,91.0,91.0
3844,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,35.0,35.0
3845,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,101.0,101.0
3846,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,39.0,39.0
3847,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,111.0,111.0
3848,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,43.0,43.0
3849,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,121.0,121.0
3850,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,131.0,131.0
3851,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,136.0,136.0
3852,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,146.0,146.0
3853,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,156.0,156.0
3854,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,55.0,55.0
3855,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,57.0,57.0
3856,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,58.0,58.0
3857,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,60.0,60.0
3858,CloseCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,43.0,43.0
3859,StatusCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,50.0,50.0
3860,FetchCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,59.0,59.0
3861,FetchCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,68.0,68.0
3862,FetchCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,166.0,166.0
3863,POP3Handler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,61.0,61.0
3864,POP3Handler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,70.0,70.0
3865,RenameCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
3866,ListCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,49.0,49.0
3867,CopyCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,52.0,52.0
3868,UidCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,43.0,43.0
3869,SearchCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,47.0,47.0
3870,UnsubscribeCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
3871,StoreCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,46.0,46.0
3872,ExpungeCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,43.0,43.0
3873,AppendCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,54.0,54.0
3874,MailAddress.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,65.0,65.0
3875,XMLResources.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,80.0,80.0
3876,XMLResources.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,351.0,351.0
3877,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,31.0,31.0
3878,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,38.0,38.0
3879,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,49.0,49.0
3880,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,61.0,61.0
3881,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,80.0,80.0
3882,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,92.0,92.0
3883,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,99.0,99.0
3884,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,104.0,104.0
3885,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,109.0,109.0
3886,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,116.0,116.0
3887,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,127.0,127.0
3888,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,139.0,139.0
3889,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,151.0,151.0
3890,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,158.0,158.0
3891,RFC2822Headers.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,170.0,170.0
3892,NetMatcher.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,203.0,203.0
3893,James.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,78.0,78.0
3894,JDBCUtil.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,32.0,32.0
3895,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,97.0,97.0
3896,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,107.0,107.0
3897,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,117.0,117.0
3898,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,127.0,127.0
3899,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,137.0,137.0
3900,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,152.0,152.0
3901,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,157.0,157.0
3902,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,162.0,162.0
3903,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,172.0,172.0
3904,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,177.0,177.0
3905,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,187.0,187.0
3906,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,192.0,192.0
3907,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,202.0,202.0
3908,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,212.0,212.0
3909,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,222.0,222.0
3910,NNTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,232.0,232.0
3911,PoolConnEntry.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,34.0,34.0
3912,MDNFactory.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,53.0,53.0
3913,AbstractDataContentHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,90.0,90.0
3914,DefaultThreadControl.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,79.0,79.0
3915,DefaultThreadControl.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,79.0,79.0
3916,ProcessorAbstract.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,47.0,47.0
3917,ProcessorAbstract.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,471.0,471.0
3918,MessageProcessor.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,194.0,194.0
3919,AbstractVirtualUserTable.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,51.0,51.0
3920,GenericListserv.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,101.0,101.0
3921,RemoteDeliverySocketFactory.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,70.0,70.0
3922,RemoteDeliverySocketFactory.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,83.0,83.0
3923,JamesSpoolManager.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,63.0,63.0
3924,SMTPAuthUserIs.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,43.0,43.0
3925,SMTPAuthSuccessful.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
3926,AttachmentFileNameIs.java,squid:ClassVariableVisibilityCheck,MAJOR,SonarQube,VULNERABILITY,50.0,50.0
3927,AttachmentFileNameIs.java,squid:ClassVariableVisibilityCheck,MAJOR,SonarQube,VULNERABILITY,53.0,53.0
3928,CompareNumericHeaderValue.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,55.0,55.0
3929,CompareNumericHeaderValue.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,56.0,56.0
3930,CompareNumericHeaderValue.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,57.0,57.0
3931,CompareNumericHeaderValue.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,58.0,58.0
3932,CompareNumericHeaderValue.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,59.0,59.0
3933,AbstractStorageQuota.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,47.0,47.0
3934,GenericRegexMatcher.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,44.0,44.0
3935,GenericRegexMatcher.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,56.0,56.0
3936,AbstractQuotaMatcher.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,37.0,37.0
3937,AbstractQuotaMatcher.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,112.0,112.0
3938,AbstractQuotaMatcher.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,120.0,120.0
3939,AvalonMailRepository.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,60.0,60.0
3940,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,59.0,59.0
3941,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,61.0,61.0
3942,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,63.0,63.0
3943,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,65.0,65.0
3944,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,68.0,68.0
3945,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,70.0,70.0
3946,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,270.0,270.0
3947,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,305.0,305.0
3948,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,349.0,349.0
3949,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,381.0,381.0
3950,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,407.0,407.0
3951,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,435.0,435.0
3952,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,449.0,449.0
3953,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,467.0,467.0
3954,Mailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,498.0,498.0
3955,ImapSession.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,105.0,105.0
3956,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,637.0,637.0
3957,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,820.0,820.0
3958,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1069.0,1069.0
3959,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1109.0,1109.0
3960,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1190.0,1190.0
3961,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1261.0,1261.0
3962,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1308.0,1308.0
3963,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1394.0,1394.0
3964,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1465.0,1465.0
3965,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1498.0,1498.0
3966,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1524.0,1524.0
3967,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1570.0,1570.0
3968,FileMailbox.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,1804.0,1804.0
3969,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,313.0,313.0
3970,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,446.0,446.0
3971,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,498.0,498.0
3972,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,728.0,728.0
3973,JamesHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,918.0,918.0
3974,BaseCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,138.0,138.0
3975,SingleThreadedConnectionHandler.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,644.0,644.0
3976,Host.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,129.0,129.0
3977,Host.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,233.0,233.0
3978,Host.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,257.0,257.0
3979,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,34.0,34.0
3980,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,38.0,38.0
3981,ACL.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,98.0,98.0
3982,ACL.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,130.0,130.0
3983,ACL.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,163.0,163.0
3984,SimpleMessageAttributes.java,squid:ClassVariableVisibilityCheck,MAJOR,SonarQube,VULNERABILITY,65.0,65.0
3985,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,46.0,46.0
3986,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,48.0,48.0
3987,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,50.0,50.0
3988,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,52.0,52.0
3989,SetAclCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,38.0,38.0
3990,AbstractAclCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,37.0,37.0
3991,GetAclCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,37.0,37.0
3992,DeleteAclCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,39.0,39.0
3993,MyRightsCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
3994,James.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,98.0,98.0
3995,JamesImapHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,119.0,119.0
3996,JamesImapHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,158.0,158.0
3997,JamesImapHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,186.0,186.0
3998,ImapHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,118.0,118.0
3999,ImapHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,135.0,135.0
4000,ImapHost.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,161.0,161.0
4001,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,52.0,52.0
4002,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,58.0,58.0
4003,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,60.0,60.0
4004,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,66.0,66.0
4005,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,76.0,76.0
4006,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,86.0,86.0
4007,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
4008,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,96.0,96.0
4009,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,37.0,37.0
4010,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,106.0,106.0
4011,MailboxException.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,41.0,41.0
4012,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,116.0,116.0
4013,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,126.0,126.0
4014,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,141.0,141.0
4015,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,151.0,151.0
4016,SimpleMessageAttributes.java,squid:ClassVariableVisibilityCheck,MAJOR,SonarQube,VULNERABILITY,71.0,71.0
4017,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,54.0,54.0
4018,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,56.0,56.0
4019,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,59.0,59.0
4020,SimpleMessageAttributes.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,61.0,61.0
4021,DeleteCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
4022,SubscribeCommand.java,squid:RedundantThrowsDeclarationCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
